name,epsilon,surface_area,specific_surface_area,tau_cg,tau_e2,D_rel_e2,err_pct,passed
ellipsoid_01,0.9295644760131836,70535.34375,0.0336338728666305,1.0291394398111418,1.0087254034798847,0.9215238089636555,1.9836025655574179,True
ellipsoid_02,0.8820071220397949,109699.484375,0.0523087903857231,1.0522312048016278,1.0191942770760043,0.8653964625568841,3.139702336793157,True
ellipsoid_03,0.8351278305053711,145749.21875,0.0694986432790756,1.085220260999746,1.0308124313263378,0.8101646867324048,5.013528739620612,True
ellipsoid_04,0.7881722450256348,174990.75,0.0834420919418335,1.1249110872450665,1.0455562953483275,0.7538305192481815,7.0543168074803795,True
ellipsoid_05,0.7379312515258789,206852.515625,0.0986349657177925,1.1582153302492495,1.0659754331615952,0.6922591539818471,7.963967897731434,True
ellipsoid_06,0.7181291580200195,215170.625,0.1026013493537902,1.1818199324068883,1.0680284413098586,0.6723876726908946,9.628496522755588,True
ellipsoid_07,0.6856389045715332,215793.203125,0.1028982177376747,1.2254602746686376,1.0993380440259228,0.6236834141213125,10.29182530431825,False
ellipsoid_08,0.6569709777832031,217593.5625,0.103756695985794,1.2660823051511618,1.1113512218062116,0.5911461335467542,12.22124997051249,False
grf_p28_s03,0.2746143341064453,268835.15625,0.128190591931343,5.421749877825592,1.5261675233772198,0.17993721521393521,71.85101567265045,False
grf_p28_s05,0.2739195823669433,161212.859375,0.076872281730175,6.295825266238884,5.172900357763531,0.052952804698014826,17.83602404750643,False
grf_p28_s08,0.2643275260925293,89298.90625,0.0425810366868972,3.436552489016489,3.32081770785388,0.07959712015127572,3.3677582848656367,True
grf_p28_s12,0.2589244842529297,62658.890625,0.0298780873417854,6.791792942987,6.64686502914488,0.03895437670504953,2.1338682592166998,True
grf_p40_s03,0.3990635871887207,318153.15625,0.1517072468996048,2.838230491611597,1.16372715593555,0.3429185141493955,58.99814481681629,False
grf_p40_s05,0.3986248970031738,189956.046875,0.0905781015753746,2.7470532529066345,1.618741155069326,0.24625610818309107,41.073542955290385,False
grf_p40_s08,0.3973679542541504,112361.2734375,0.0535780303180217,2.289673704851159,2.0674986592994844,0.1921974422894125,9.703349655496742,True
grf_p40_s12,0.3999576568603515,80926.9921875,0.038588996976614,2.593906885660942,2.519633245965552,0.15873645797489197,2.8633888173076985,True
grf_p55_s03,0.5498013496398926,327982.3125,0.1563941538333892,1.8020950740561408,1.088840235666923,0.5049421684009823,39.579201378306294,False
grf_p55_s05,0.5499691963195801,193669.9375,0.0923490226268768,1.6900901982380954,1.1479572228891097,0.47908509598942256,32.07716226708815,False
grf_p55_s08,0.5478463172912598,121947.234375,0.0581489726901054,1.6238864706935745,1.2430434119592064,0.440729834550009,23.452566765440633,False
grf_p55_s12,0.5491232872009277,79132.7421875,0.037733431905508,1.9108130447515284,1.8450507187741316,0.29761961642212753,3.441588707907743,True
